Date,Code,Next_Ret,Next_Ret_Rank,Above_Quarter_Median,model,model_label,prediction,predicted_rank,portfolio,turnover
2021-12-31,600123,0.3511,0.4678888090103044,1,logistic_regression,逻辑回归,0.679894635302317,22,strict_top30,1.0
2021-12-31,000521,0.0109,0.270189312245387,1,logistic_regression,逻辑回归,0.6773831593887822,23,strict_top30,1.0
2021-12-31,600748,0.1457,0.40510424155283964,1,logistic_regression,逻辑回归,0.6768536743687872,24,strict_top30,1.0
2021-12-31,603889,-0.0339,0.19446441409058235,1,logistic_regression,逻辑回归,0.6765400367336949,25,strict_top30,1.0
2021-12-31,601101,0.4419,0.4791516894320632,1,logistic_regression,逻辑回归,0.6765182151145663,26,strict_top30,1.0
2021-12-31,600113,0.306,0.4618979151689432,1,logistic_regression,逻辑回归,0.6762252382337463,27,strict_top30,1.0
2021-12-31,000404,0.0576,0.33153606518092504,1,logistic_regression,逻辑回归,0.6757684032097886,28,strict_top30,1.0
2021-12-31,000888,0.1864,0.427869638150012,1,logistic_regression,逻辑回归,0.6751851757647896,29,strict_top30,1.0
2021-12-31,603029,0.2797,0.4556673855739276,1,logistic_regression,逻辑回归,0.6746465529069557,30,strict_top30,1.0
2022-03-31,002783,0.0765,0.21960737937559127,1,logistic_regression,逻辑回归,0.7371372575397149,1,strict_top30,0.9333333333333333
2022-03-31,300533,0.538,0.48415326395458846,1,logistic_regression,逻辑回归,0.7249238680057608,2,strict_top30,0.9333333333333333
2022-03-31,002343,0.1595,0.3394039735099338,1,logistic_regression,逻辑回归,0.7176053338406333,3,strict_top30,0.9333333333333333
2022-03-31,000525,0.8162,0.4947965941343425,1,logistic_regression,逻辑回归,0.7132537763642882,4,strict_top30,0.9333333333333333
2022-03-31,600780,0.3952,0.4642857142857143,1,logistic_regression,逻辑回归,0.7034971973476501,5,strict_top30,0.9333333333333333
2022-03-31,600287,-0.0496,-0.09295175023651847,0,logistic_regression,逻辑回归,0.7033764795022548,6,strict_top30,0.9333333333333333
2022-03-31,002478,0.0198,0.10052034058656578,1,logistic_regression,逻辑回归,0.7033161135508648,7,strict_top30,0.9333333333333333
2022-03-31,000404,0.129,0.3019157994323557,1,logistic_regression,逻辑回归,0.7028901281564867,8,strict_top30,0.9333333333333333
2022-03-31,002328,0.1858,0.36518448438978235,1,logistic_regression,逻辑回归,0.7027291560681698,9,strict_top30,0.9333333333333333
2022-03-31,603086,0.3559,0.4548249763481551,1,logistic_regression,逻辑回归,0.7023016871973999,10,strict_top30,0.9333333333333333
2022-03-31,002718,0.0449,0.15633869441816461,1,logistic_regression,逻辑回归,0.701794094591051,11,strict_top30,0.9333333333333333
2022-03-31,600387,0.016,0.08703878902554396,1,logistic_regression,逻辑回归,0.6995886351836572,12,strict_top30,0.9333333333333333
2022-03-31,603585,0.1443,0.3195364238410596,1,logistic_regression,逻辑回归,0.6989216868792724,13,strict_top30,0.9333333333333333
2022-03-31,600525,0.1099,0.2714049195837275,1,logistic_regression,逻辑回归,0.6962088237741675,14,strict_top30,0.9333333333333333
