Date,top_n,weight_method,power,weight_cap,gross_return,net_return,market_return,turnover,holding_count,portfolio_label
2021-12-31,30,ew,1.0,0.1,0.15173999999999999,0.14973999999999998,-0.08374728013419602,1.0,30,EW_Top30
2022-03-31,30,ew,1.0,0.1,0.16246333333333332,0.16059666666666667,0.010724408703878904,0.9333333333333346,30,EW_Top30
2022-06-30,30,ew,1.0,0.1,0.06124,0.06010666666666667,-0.09198092444861566,0.5666666666666668,30,EW_Top30
2021-12-31,30,rank_pw,1.0,0.1,0.15802817204301078,0.15602817204301078,-0.08374728013419602,1.0,30,PW_Top30
2022-03-31,30,rank_pw,1.0,0.1,0.20604387096774196,0.2041513978494624,0.010724408703878904,0.9462365591397848,30,PW_Top30
2022-06-30,30,rank_pw,1.0,0.1,0.052084086021505376,0.05081956989247312,-0.09198092444861566,0.6322580645161292,30,PW_Top30
2021-12-31,20,rank_pw,2.0,0.08,0.147358116923077,0.14535811692307699,-0.08374728013419602,1.0,20,Validation_Selected
2022-03-31,20,rank_pw,2.0,0.08,0.22971280000000005,0.22775267692307696,0.010724408703878904,0.9800615384615388,20,Validation_Selected
2022-06-30,20,rank_pw,2.0,0.08,0.041997581538461545,0.040680412307692315,-0.09198092444861566,0.6585846153846155,20,Validation_Selected
