model,model_label,fpr,tpr,threshold,auc
logistic_regression,逻辑回归,0.8914728682170543,0.8764044943820225,0.4255648132459854,0.5086519757280143
logistic_regression,逻辑回归,0.8914728682170543,0.8801498127340824,0.4245399822370402,0.5086519757280143
logistic_regression,逻辑回归,0.8953488372093024,0.8801498127340824,0.4242487419180687,0.5086519757280143
logistic_regression,逻辑回归,0.8953488372093024,0.8876404494382022,0.42275958947546755,0.5086519757280143
logistic_regression,逻辑回归,0.8992248062015504,0.8876404494382022,0.4222466014880787,0.5086519757280143
logistic_regression,逻辑回归,0.8992248062015504,0.9026217228464419,0.4195065631618167,0.5086519757280143
logistic_regression,逻辑回归,0.9263565891472868,0.9026217228464419,0.41384044422916116,0.5086519757280143
logistic_regression,逻辑回归,0.9263565891472868,0.9138576779026217,0.4110507873768673,0.5086519757280143
logistic_regression,逻辑回归,0.9302325581395349,0.9138576779026217,0.4082027892175083,0.5086519757280143
logistic_regression,逻辑回归,0.9302325581395349,0.9213483146067416,0.4025141388446427,0.5086519757280143
logistic_regression,逻辑回归,0.9341085271317829,0.9213483146067416,0.4024118467879638,0.5086519757280143
logistic_regression,逻辑回归,0.9341085271317829,0.9325842696629213,0.3981229133990582,0.5086519757280143
logistic_regression,逻辑回归,0.9418604651162791,0.9325842696629213,0.39690984562026216,0.5086519757280143
logistic_regression,逻辑回归,0.9418604651162791,0.9363295880149812,0.39662945508932423,0.5086519757280143
logistic_regression,逻辑回归,0.9457364341085271,0.9363295880149812,0.39659268206451576,0.5086519757280143
logistic_regression,逻辑回归,0.9457364341085271,0.9438202247191011,0.39143734479692627,0.5086519757280143
logistic_regression,逻辑回归,0.9534883720930233,0.9438202247191011,0.38974495743892185,0.5086519757280143
logistic_regression,逻辑回归,0.9534883720930233,0.951310861423221,0.38462229843244916,0.5086519757280143
logistic_regression,逻辑回归,0.9612403100775194,0.951310861423221,0.38286597207358375,0.5086519757280143
logistic_regression,逻辑回归,0.9612403100775194,0.9625468164794008,0.3807435264103009,0.5086519757280143
logistic_regression,逻辑回归,0.9651162790697675,0.9625468164794008,0.3768499850226168,0.5086519757280143
logistic_regression,逻辑回归,0.9651162790697675,0.9662921348314607,0.37620397342431483,0.5086519757280143
logistic_regression,逻辑回归,0.9689922480620154,0.9662921348314607,0.37251757153738296,0.5086519757280143
logistic_regression,逻辑回归,0.9689922480620154,0.9737827715355806,0.3664897629424029,0.5086519757280143
logistic_regression,逻辑回归,0.9728682170542635,0.9737827715355806,0.36558713006587096,0.5086519757280143
logistic_regression,逻辑回归,0.9728682170542635,0.9775280898876404,0.3652348268909576,0.5086519757280143
logistic_regression,逻辑回归,0.9767441860465116,0.9775280898876404,0.3636242586716547,0.5086519757280143
logistic_regression,逻辑回归,0.9767441860465116,0.9850187265917603,0.35735518911838837,0.5086519757280143
logistic_regression,逻辑回归,0.9961240310077519,0.9850187265917603,0.3446303742893437,0.5086519757280143
logistic_regression,逻辑回归,0.9961240310077519,0.9925093632958801,0.33722450493538264,0.5086519757280143
logistic_regression,逻辑回归,1.0,0.9925093632958801,0.33295033927139756,0.5086519757280143
logistic_regression,逻辑回归,1.0,1.0,0.3123671479446385,0.5086519757280143
decision_tree,决策树,0.0,0.0,1.6762452107279695,0.47714339633597536
decision_tree,决策树,0.10852713178294573,0.0898876404494382,0.6762452107279694,0.47714339633597536
