model,fpr,tpr
逻辑回归,0.09891435464414958,0.09936732415333085
逻辑回归,0.09891435464414958,0.09973948641607741
逻辑回归,0.09908667930380838,0.09973948641607741
逻辑回归,0.09908667930380838,0.10011164867882397
逻辑回归,0.09925900396346717,0.10011164867882397
逻辑回归,0.09925900396346717,0.10197245999255676
逻辑回归,0.09943132862312597,0.10197245999255676
逻辑回归,0.09943132862312597,0.10308894678079643
逻辑回归,0.10029295192141996,0.10308894678079643
逻辑回归,0.10029295192141996,0.10383327130628954
逻辑回归,0.10046527658107875,0.10383327130628954
逻辑回归,0.10046527658107875,0.1042054335690361
逻辑回归,0.10080992590039635,0.1042054335690361
逻辑回归,0.10080992590039635,0.10457759583178265
逻辑回归,0.10132689987937274,0.10457759583178265
逻辑回归,0.10132689987937274,0.10532192035727578
逻辑回归,0.10167154919869033,0.10532192035727578
逻辑回归,0.10167154919869033,0.10569408262002233
逻辑回归,0.10184387385834913,0.10569408262002233
逻辑回归,0.10184387385834913,0.10606624488276889
逻辑回归,0.10201619851800793,0.10606624488276889
逻辑回归,0.10201619851800793,0.10643840714551545
逻辑回归,0.10253317249698432,0.10643840714551545
逻辑回归,0.10253317249698432,0.106810569408262
逻辑回归,0.10287782181630191,0.106810569408262
逻辑回归,0.10287782181630191,0.10755489393375511
逻辑回归,0.10322247113561951,0.10755489393375511
逻辑回归,0.10322247113561951,0.10792705619650167
逻辑回归,0.10460106841288988,0.10792705619650167
逻辑回归,0.10460106841288988,0.10829921845924823
逻辑回归,0.10563501637084267,0.10829921845924823
逻辑回归,0.10563501637084267,0.1086713807219948
逻辑回归,0.10580734103050146,0.1086713807219948
逻辑回归,0.10580734103050146,0.10904354298474135
逻辑回归,0.10615199034981906,0.10904354298474135
逻辑回归,0.10615199034981906,0.11016002977298102
逻辑回归,0.10649663966913665,0.11016002977298102
逻辑回归,0.10649663966913665,0.11090435429847413
逻辑回归,0.10666896432879545,0.11090435429847413
逻辑回归,0.10666896432879545,0.11164867882396724
逻辑回归,0.10735826296743065,0.11164867882396724
逻辑回归,0.10735826296743065,0.11239300334946037
逻辑回归,0.10787523694640704,0.11239300334946037
逻辑回归,0.10787523694640704,0.11350949013770004
逻辑回归,0.10804756160606582,0.11350949013770004
逻辑回归,0.10804756160606582,0.11388165240044659
逻辑回归,0.10908150956401862,0.11388165240044659
逻辑回归,0.10908150956401862,0.11499813918868626
逻辑回归,0.1094261588833362,0.11499813918868626
逻辑回归,0.1094261588833362,0.11537030145143283
逻辑回归,0.1102877821816302,0.11537030145143283
逻辑回归,0.1102877821816302,0.11574246371417939
逻辑回归,0.11063243150094779,0.11574246371417939
逻辑回归,0.11063243150094779,0.11685895050241905
逻辑回归,0.11097708082026538,0.11685895050241905
逻辑回归,0.11097708082026538,0.11723111276516561
逻辑回归,0.11114940547992418,0.11723111276516561
逻辑回归,0.11114940547992418,0.11760327502791217
逻辑回归,0.11149405479924177,0.11760327502791217
逻辑回归,0.11149405479924177,0.11871976181615185
逻辑回归,0.11201102877821817,0.11871976181615185
逻辑回归,0.11201102877821817,0.11946408634164496
逻辑回归,0.11218335343787696,0.11946408634164496
逻辑回归,0.11218335343787696,0.11983624860439152
逻辑回归,0.11287265207651215,0.11983624860439152
逻辑回归,0.11287265207651215,0.12020841086713807
逻辑回归,0.11304497673617095,0.12020841086713807
逻辑回归,0.11304497673617095,0.12058057312988463
逻辑回归,0.11338962605548854,0.12058057312988463
逻辑回归,0.11338962605548854,0.12132489765537774
逻辑回归,0.11476822333275892,0.12132489765537774
逻辑回归,0.11476822333275892,0.12169705991812431
逻辑回归,0.11700844390832328,0.12169705991812431
逻辑回归,0.11700844390832328,0.12244138444361742
逻辑回归,0.11735309322764087,0.12244138444361742
逻辑回归,0.11735309322764087,0.12318570896911053
逻辑回归,0.11787006720661726,0.12318570896911053
逻辑回归,0.11787006720661726,0.12355787123185709
逻辑回归,0.11821471652593486,0.12355787123185709
逻辑回归,0.11821471652593486,0.12393003349460364
逻辑回归,0.11890401516457005,0.12393003349460364
逻辑回归,0.11890401516457005,0.1243021957573502
逻辑回归,0.11976563846286403,0.1243021957573502
逻辑回归,0.11976563846286403,0.12504652028284333
逻辑回归,0.12011028778218164,0.12504652028284333
逻辑回归,0.12011028778218164,0.126163007071083
逻辑回归,0.1220058590384284,0.126163007071083
逻辑回归,0.1220058590384284,0.12653516933382955
逻辑回归,0.12269515767706358,0.12653516933382955
逻辑回归,0.12269515767706358,0.1269073315965761
逻辑回归,0.12338445631569878,0.1269073315965761
逻辑回归,0.12338445631569878,0.12765165612206922
逻辑回归,0.12355678097535758,0.12765165612206922
逻辑回归,0.12355678097535758,0.12876814291030889
逻辑回归,0.12372910563501636,0.12876814291030889
逻辑回归,0.12372910563501636,0.12914030517305544
逻辑回归,0.12476305359296916,0.12914030517305544
逻辑回归,0.12476305359296916,0.129512467435802
逻辑回归,0.12528002757194553,0.129512467435802
逻辑回归,0.12528002757194553,0.12988462969854855
逻辑回归,0.12545235223160434,0.12988462969854855
逻辑回归,0.12545235223160434,0.13025679196129514
逻辑回归,0.12562467689126314,0.13025679196129514
逻辑回归,0.12562467689126314,0.1306289542240417
逻辑回归,0.12596932621058074,0.1306289542240417
逻辑回归,0.12596932621058074,0.13100111648678825
逻辑回归,0.12614165087023954,0.13100111648678825
逻辑回归,0.12614165087023954,0.1313732787495348
逻辑回归,0.12683094950887472,0.1313732787495348
逻辑回归,0.12683094950887472,0.13248976553777447
逻辑回归,0.12700327416853352,0.13248976553777447
逻辑回归,0.12700327416853352,0.13286192780052103
逻辑回归,0.12717559882819232,0.13286192780052103
逻辑回归,0.12717559882819232,0.13323409006326759
逻辑回归,0.12734792348785112,0.13323409006326759
逻辑回归,0.12734792348785112,0.13360625232601414
逻辑回归,0.1276925728071687,0.13360625232601414
逻辑回归,0.1276925728071687,0.13509490137700036
逻辑回归,0.12872652076512148,0.13509490137700036
逻辑回归,0.12872652076512148,0.13546706363974692
逻辑回归,0.12924349474409788,0.13546706363974692
逻辑回归,0.12924349474409788,0.13621138816524003
