Date,Symbol_stock,Name_stock,Open_stock,High_stock,Low_stock,Close_stock,Volume_stock,Amount_stock,Symbol_benchmark,Name_benchmark,Open_benchmark,High_benchmark,Low_benchmark,Close_benchmark,Volume_benchmark,Amount_benchmark,return_1d,return_5d,return_10d,return_20d,ma5_gap,ma20_gap,ma60_gap,rsi14,macd_pct,atr14_pct,volatility20,intraday_range,open_close_return,volume_ratio20,amount_ratio20,excess_return_5d,excess_return_20d,benchmark_return_20d,benchmark_volatility20,beta60,stock_future_20d,benchmark_future_20d,future_excess_20d,label_end_date,target,week
2018-06-26,300750.SZ,宁德时代,34.82,38.75,34.41,38.05,62553547.0,4537098812.0,000300.SH,沪深300,3521.588,3541.782,3478.213,3531.111,8498526900,,0.07213299520991812,0.27257525083612033,1.0490037695207324,,0.07643996831503896,,,,,,,0.11406044678055201,0.09276278001148763,,,0.2974311171337297,,,,,0.23705650459921168,0.01432835161511492,0.22272815298409676,2018-07-24,1,2018-06-23/2018-06-29
2018-06-27,300750.SZ,宁德时代,38.06,38.43,36.81,38.0,44138862.0,3241043473.0,000300.SH,沪深300,3525.132,3537.657,3441.785,3459.262,8149181700,,-0.0013140604467805073,0.15536637275767706,0.8609206660137119,,0.04481715699752553,,,,,,,0.042631578947368354,-0.0015764582238571023,,,0.2038286788748941,,,,,0.11473684210526325,0.03425297072034428,0.08048387138491897,2018-07-25,1,2018-06-23/2018-06-29
2018-06-28,300750.SZ,宁德时代,37.59,38.67,34.59,34.98,53080981.0,3770134241.0,000300.SH,沪深300,3434.944,3477.057,3416.948,3423.526,7591805100,,-0.07947368421052636,-0.03316749585406309,0.5574354407836151,,-0.03182950456684208,,,,,,,0.11663807890222981,-0.0694333599361534,,,0.01399104869062362,,,,,0.146655231560892,0.032925118722626934,0.11373011283826506,2018-07-26,1,2018-06-23/2018-06-29
2018-06-29,300750.SZ,宁德时代,35.22,38.11,34.76,36.91,45698575.0,3231958793.0,000300.SH,沪深300,3431.962,3512.383,3425.216,3510.985,7725703100,,0.055174385363064626,0.08145326692059762,0.4937272359368674,,0.006105871449599398,,,,,0.08015636490304602,,0.09076131129775133,0.047984099943213954,,,0.10858615071776045,,,,,0.056624221078298564,0.002917130093121889,0.053707090985176675,2018-07-27,1,2018-06-23/2018-06-29
2018-07-02,300750.SZ,宁德时代,36.31,36.66,35.45,35.9,32470182.0,2278646005.0,000300.SH,沪深300,3504.457,3506.9,3383.501,3407.964,8435144900,,-0.0273638580330533,0.01155255001408828,0.3208241353936718,,-0.023607484769364695,,,79.28354173707334,,0.07914842817349778,,0.0337047353760444,-0.011291655191407401,,,0.05438780977415425,,,,,0.09777158774373262,0.03143078976186375,0.06634079798186887,2018-07-30,1,2018-06-30/2018-07-06
2018-07-03,300750.SZ,宁德时代,36.0,36.51,33.77,35.54,33910064.0,2337186968.0,000300.SH,沪深300,3410.477,3422.04,3319.289,3409.28,9527869300,,-0.010027855153203369,-0.06596583442838366,0.18862876254180594,,-0.020018750344675484,,,76.90391459074733,,0.08173888576252106,,0.07709622960045005,-0.012777777777777777,,,-0.03146366216588625,,,,,0.04220596510973551,0.03178882344659284,0.01041714166314267,2018-07-31,1,2018-06-30/2018-07-06
2018-07-04,300750.SZ,宁德时代,34.95,34.95,33.59,33.81,26282197.0,1749919478.0,000300.SH,沪深300,3398.779,3418.331,3359.086,3363.747,7515799700,,-0.048677546426561524,-0.11026315789473673,0.027972027972027913,,-0.04567009145308787,,,70.42101475350847,,0.08573118688469171,,0.04022478556640045,-0.032618025751072977,,,-0.08265177720139805,,,,,0.08340727595385977,0.02486542537236014,0.05854185058149963,2018-08-01,1,2018-06-30/2018-07-06
2018-07-05,300750.SZ,宁德时代,33.34,36.87,33.28,35.29,34337783.0,2343510067.0,000300.SH,沪深300,3365.555,3398.485,3330.711,3342.438,8158798100,,0.04377403135167102,0.00886220697541451,-0.02459922609176346,,-0.005635390250774752,,,69.57809030347892,,0.08484799417074844,,0.1017285349957494,0.05848830233953195,,,0.03254772886132973,,,,,0.05440634740719763,0.0085326938001542,0.04587365360704343,2018-08-02,1,2018-06-30/2018-07-06
2018-07-06,300750.SZ,宁德时代,35.29,38.21,35.23,36.35,49213427.0,3511358607.0,000300.SH,沪深300,3347.062,3396.246,3295.73,3365.123,8609757900,,0.030036837631056912,-0.015172040097534367,0.06504541459126867,,0.02747470179207423,,,67.90316282702071,,0.08337590882295143,,0.08198074277854206,0.030036837631056912,,,0.02637242676860152,,,,,-0.017881705639614776,-0.014810454179535193,-0.0030712514600795826,2018-08-03,0,2018-06-30/2018-07-06
2018-07-09,300750.SZ,宁德时代,36.31,36.71,35.45,36.7,31068979.0,2183986506.0,000300.SH,沪深300,3378.906,3459.315,3378.906,3459.184,7660154500,,0.009628610729023324,0.022284122562674202,0.034094111017187956,,0.032697394338454755,0.1407080471202562,,64.62994836488814,,0.07973919813156866,,0.034332425068119836,0.010740842743045986,1.0102946456786421,1.0178886612871638,0.007254621077329881,,,,,-0.02670299727520442,-0.05374417781765872,0.0270411805424543,2018-08-06,1,2018-07-07/2018-07-13
2018-07-10,300750.SZ,宁德时代,38.47,38.92,36.75,37.13,36484401.0,2666043240.0,000300.SH,沪深300,3464.906,3474.14,3437.271,3467.516,6954882300,,0.01171662125340589,0.04473832301631964,-0.024178712220762066,0.9994614970382338,0.03553101294065142,0.12171837708830568,,60.2514506769826,,0.07733446192912927,0.05996082786496469,0.05844330729868035,-0.03483233688588505,1.1200923377715097,1.1699512409708075,0.02765671047642848,1.0821248536362282,-0.0826633565979944,0.015704933574286928,,0.019391327767304123,-0.028448607014358473,0.047839934781662596,2018-08-07,1,2018-07-07/2018-07-13
2018-07-11,300750.SZ,宁德时代,35.9,40.49,35.69,39.52,49120805.0,3695050774.0,000300.SH,沪深300,3398.927,3427.571,3375.144,3407.53,7204095000,,0.06436843522757885,0.16888494528246079,0.040000000000000036,0.9353574926542605,0.0681658468025299,0.16044162555790487,,58.4428715874621,,0.07538678426836318,0.05852164677563566,0.1214574898785426,0.10083565459610044,1.4023543733735708,1.4999410347183038,0.15586880584034457,1.0447218784687229,-0.1093643858144624,0.015470674882989999,,-0.07186234817813775,-0.027298952613770244,-0.0445633955643675,2018-08-08,0,2018-07-07/2018-07-13
2018-07-12,300750.SZ,宁德时代,38.99,43.48,38.77,43.48,43085212.0,3430182907.0,000300.SH,沪深300,3403.33,3499.097,3403.33,3481.056,9635356400,,0.10020242914979738,0.23207707565882685,0.24299599771297897,0.9358860195903826,0.1253752976498601,0.23849944455521688,,71.55371138773629,,0.06848797476672358,0.05853917073108494,0.10832566697332092,0.11515773275198748,1.158846568581687,1.3018391729436034,0.19060495261570676,1.016998876702695,-0.08111285711231231,0.0165794304551875,,-0.12649494020239194,-0.02399444306555243,-0.10250049713683951,2018-08-09,0,2018-07-07/2018-07-13
2018-07-13,300750.SZ,宁德时代,42.06,45.37,41.56,42.42,48202055.0,4049051405.0,000300.SH,沪深300,3488.497,3499.764,3474.912,3492.69,7295589700,,-0.024379024839006336,0.16698762035763415,0.14928203738824175,0.7167138810198301,0.06449184441656208,0.17857887059804134,,66.1991584852735,,0.0722536539368222,0.05788224208540039,0.0898161244695897,0.008559201141226769,1.2176607882328985,1.4271554045071886,0.1290790505965882,0.7910973360040537,-0.07438345498422361,0.016662640350442497,,-0.09995285242810004,-0.025101282965279026,-0.07485156946282101,2018-08-10,0,2018-07-07/2018-07-13
2018-07-16,300750.SZ,宁德时代,42.42,43.47,41.08,43.03,29515196.0,2439742029.0,000300.SH,沪深300,3488.967,3506.236,3459.731,3472.086,6828199900,,0.01438000942951434,0.17247956403269749,0.19860724233983285,0.5831493745401031,0.046551220935888704,0.1697702868016857,,62.80864197530866,,0.06799243053019484,0.055469705897584244,0.05554264466651175,0.01438000942951434,0.7190284708705643,0.8246674582115737,0.16874978267385687,0.6581068667991918,-0.07495749225908876,0.016666245007005878,,-0.1178247734138973,-0.02354261962405302,-0.09428215378984428,2018-08-13,0,2018-07-14/2018-07-20
2018-07-17,300750.SZ,宁德时代,42.63,43.17,40.86,42.2,28615349.0,2336837085.0,000300.SH,沪深300,3466.424,3467.185,3420.971,3449.377,6198307600,,-0.01928886823146636,0.13654726636143288,0.18739448508722578,0.41137123745819415,0.0016615238547355027,0.12834224598930488,,60.385756676557875,0.10492501324867229,0.0704976303317535,0.05330942966508552,0.05473933649289105,-0.010086793338024869,0.6745146663634864,0.7606792223182097,0.14177838858264258,0.45879859205623674,-0.04742735459804259,0.014959654026657648,,-0.13009478672985786,-0.02216719135078593,-0.10792759537907193,2018-08-14,0,2018-07-14/2018-07-20
2018-07-18,300750.SZ,宁德时代,42.2,43.27,41.09,42.2,27113839.0,2233771785.0,000300.SH,沪深300,3456.607,3479.264,3430.156,3431.323,6653033000,,0.0,0.06781376518218618,0.2481514344868383,0.28306476132563096,-0.01092204565696342,0.11447095641150917,,70.9883720930233,0.10300331255306337,0.06728165199729176,0.04986142596349527,0.05165876777251184,0.0,0.6202583150336904,0.70254846416083,0.060831288138697204,0.3392122360219817,-0.05614747469635073,0.014897719634797586,,-0.15995260663507105,-0.04061028355535157,-0.11934232307971948,2018-08-15,0,2018-07-14/2018-07-20
